Season,Episode,Name,Dialog
2,12,Mitch,Hahahahaha!
2,12,Mitch,Aren't you a little young to save the universe?
2,12,Phineas,"Yes. Yes, I am."
2,12,Major Monogram,I want your hat on my desk!
2,12,Doofenshmirtz,Balloony!
2,12,Mitch,Colin!
2,12,Candace,What? Jeremy's going to be there?
2,12,Narrator,"The Chronicles of Meap, Episode 40."
2,12,Meap,Meap!
2,12,Narrator,Meapless in Seattle.
2,12,Narrator,"In a world. There, I said it, happy?"
2,13,Linda,"(from inside) All right Candace. (Cuts to the kitchen where she picks up her purse on the counter, where Candace is sitting and dialing her phone.) I'm off to the grocery store. You're in charge."
2,13,Candace,"Whoa-whoa-whoa wai-wai-wait! By ""in charge"", does that mean I'm in control of everything around here while you're gone?"
2,13,Linda,(turning around) Yes.
2,13,Candace,Including Phineas and Ferb? I'm the complete overlord of them?
2,13,Linda,"(suspiciously) Suddenly I'm a little scared. But, technically, yes."
2,13,Candace,"So like, in a court of law, any—"
2,13,Linda,"Candace, I'll be back later. (leaves)"
2,13,Candace,"(deeply) Excellent! (singsong, to something offscreen) Oh, boys?"
2,13,Candace,"Hear ye, hear ye! Mom has left me in charge, so I hereby demand that you do nothing crazy today. No building any whoosy-whatzits, or goozy-mahookoffs! In other words, don't be the world's most annoying brothers for one afternoon, okay?"
2,13,Female Voice,"Your brothers are annoying you, too?"
2,13,Girl (cont'd),"Hi, I'm Mandy. (opens the fence gate and approaches Candace) And me and my world's most annoying brothers are visiting our aunt next door for the weekend."
2,13,Candace,"Oh, you're Mrs. Weaver's niece. You have annoying brothers?"
2,13,Mandy,"Oh, my gosh! My brothers, Thaddeus and Thor, are constantly building the most annoying contraptions on Earth! Soapbox cars with lawn mower engines..."
2,13,Candace,(offscreen) Uh-huh.
2,13,Mandy,...tire swings that launch over the roof...
2,13,Candace,(offscreen) Uh-huh!
2,13,Mandy,...a mini shopping center for the cat!
2,13,Candace,Finally! Someone who relates! Listen to how annoying Phineas and Ferb are. One time...
2,13,Thaddeus,"(snaps) Gum me. (Thor gives his brother a gum ball, which he chews and blows.) 'Sup, chumps? Thaddeus. Thor. Overheard you two like to build stuff. Where we come from, we're known as the best. Jealous?"
2,13,Phineas,"No. No, I'm not."
2,13,Thaddeus,"Well, you should be. Today, we're building the most awesome fort ever. What do you think of that, suckers?! Ha! Hahahahaha!"
2,13,Phineas,Cool. (waves) Good luck. (Ferb gives a thumbs up as Thaddeus and Thor exit the scene. Phineas suddenly gets a cool demeanor on his face as he snaps.) Gum me.
2,13,Ferb,Puh-lease.
2,13,Phineas,"Hey, where's Perry?"
2,13,Major Monogram,Agent P? Agent P?
2,13,Major Monogram,"Agent P? Where is he, Carl?"
2,13,Carl,"(offscreen) I don't know, sir. Maybe he decided to quit."
2,13,Major Monogram,"Quit? Well, why would he wanna do that?"
2,13,Carl,"(offscreen) Well, remember his last mission? You were pretty tough on him, sir."
2,13,Major Monogram,"Hmm. You're right, Carl. I can be pretty rough sometimes. (sadly) Poor Agent P. Do you think the little guy will ever forgive me? (Perry finally drops into his chair to see Monogram crying, but he then looks up happily) Oh, uh, Agent P, you're here! Ahem! (seriously) So, Dr. Doofenshmirtz has been sighted in the Danville Park. We need you to make sure no one is in any danger. (Perry salutes and leaves) There he goes. (guiltily) Jeez, Carl, just hope I wasn't too rough on him this time."
2,13,Carl,"(offscreen) I don't know, sir. He looked pretty upset to me."
2,13,Major Monogram,(putting his head in his hand) I hate myself.
2,13,Mandy,"I dunno, Candace. In terms of obnoxiousness, I'm sure my brothers have your brothers beat."
2,13,Candace,"Ha! I beg to differ. Yes, they're both obnoxious, but my brothers' stuff has a sprinkling of awesomeness...which makes it that much more annoying!"
2,13,Mandy,"Um, have you not been listening? Today, my brothers are building a fort and it'll probably be the most obnoxiously awesome fort ever built!"
2,13,Candace,Not if my brothers are building one!
2,13,Mandy,Oh yeah?!
2,13,Candace,"Yeah! It's on, sister!"
2,13,Thaddeus,"Well, Thor, I know who we're gonna outdo today!"
2,13,Candace,There you are! I order you to get out there and build a fort!
2,13,Phineas,I thought you wanted us to take the day off and not annoy you.
2,13,Candace,Those kids next door are building a fort and I will be annoyed if theirs is better than yours!
2,13,Phineas,"Candace, we don't do this to compete. We do it for fun."
2,13,Ferb,And for the ladies. Rrrrrow. (raises eyebrows seductively)
2,13,Candace,"Well, do it cuz I say so!"
2,13,Doofenshmirtz,"(disgruntled) Oh, hi, Perry the Platypus. Welcome to the Doofenshmirtz family reunion. They're just about to start the dreaded kickball game that my mother organizes every year. The one my brother's team always wins. You see, I'm not very coordinated with my feet. But with my hands...Hey, watch this. (Doof reaches offscreen and grabs a table with several cups on them. He does a few impressive stacking tricks with the cups.) See? I hold the cup-stacking world record. But does my mother care? No! (pushes the table offscreen) You see, Perry the Platypus, throughout my childhood, my mother's love was always inexplicably linked to kickball. You know, I think—I think this is best expressed through song. (strums a balalaika)"
2,13,Doofenshmirtz,"Ladies and gentlemen, Love Händel!"
2,13,Doofenshmirtz,"Goodnight, Gimmelshtump!"
2,13,Doofenshmirtz,"How do you like that, Perry the Platypus? Love Händel, in my flashback! I know people. (Perry just gives him a look.) This year, it's going to be different! W-W-Wait right here, I'll show you! (He exits offscreen. We hear a mechanical noise, and he comes back with an electronic leg.) Behold, the Kickinator 5000! Could you help me practice, please, please? Just take the ball and go over there and then just roll it to me. Go ahead. Any time. I'm ready. (The ball rolls to Doof, but nothing happens.) Well, you—you threw it too early! (Gets the ball back) Couldn't you tell I wasn't ready? (He throws the ball back and Perry catches it) Come on, try again. Okay, do it right this time. (The Kickinator 5000 suddenly kicks Doof's chin and he lands on his bottom. The ball rolls off.) It's, uh, you know, it's a process."
2,13,Isabella,What'cha doin'?
2,13,Phineas,Building a fort.
2,13,Isabella,What are you doing?
2,13,Thaddeus,Showin' two chumps how to build a fort!
2,13,Isabella,"Oh, no, he di'n't! Phineas, how can I help?"
2,13,Mandy,"Stainless steel 18-8 woodscrews, eh? (scoffs) The choice of amateurs!"
2,13,Candace,Why? What kind of screws are your brothers using?
2,13,Mandy,That's classified.
2,13,Candace,Isabella! Get a tarp over that thing ASAP!
2,13,Isabella,What color?
2,13,Thaddeus,"Hey, where's Harry?"
2,13,Harry,Yo! Over here!
2,13,Thaddeus,"Well, he is a contractor. They don't do much."
2,13,Doofenshmirtz,"Okay, slowly. Not so fast! I can hardly keep up with it!"
2,13,Female Voice,"Heads up, Heinz!"
2,13,Doofenshmirtz,"You know what? Just—Just bring the ball in front of the Kickinator. Just—Put it right th—What are you doing? I didn't say a mile away! Right here! Bring it closer. Okay. No, no! Oh. That's a little bit better. Step back and get ready to witness some real kicking. (He kicks the ball perfectly, and the ball goes into a tree. A bird falls out.) I did it! I did it! (The Kickinator kicks his chin again and he falls on his back.) I still did it!"
2,13,Candace,"Alright, guys, it's do or die time. This is the chance to really show your stuff, cuz there's no you're gonna lose to a couple of lame-os AND THEIR LOSER SISTER!!"
2,13,Mandy,(offscreen) I can hear you!
2,13,Candace,"I KNOW!! I SAID IT LOUD!!!! (car honks, Candace gasps) Mom! Gotta get rid of her!"
2,13,Candace,"Oh, Mom, you're home, you're home! But, uh, I-I think you should go back to the grocery store."
2,13,Linda,Why?
2,13,Candace,"Because I—I bet you forgot, uh, that stuff!"
2,13,Linda,"(looks at her list) Oh, I guess I did. (gives Candace some bags) Alright, throw these in the kitchen and I'll be right back."
2,13,Candace,"Boy, that was close."
2,13,Doofenshmirtz,"Oh, I'm next!"
2,13,Charlene,"(on the mound) Alright, easy out! Everybody move in!"
2,13,Doofenshmirtz,"Hey, you're not even a Doofenshmirtz anymore!"
2,13,Charlene,I kept the name!
2,13,Vanessa,"(from the bleachers) You can do it, Dad! (to the person sitting next to her) He can't really do it."
2,13,Mandy,"(on a megaphone) Welcome, citizens of Danville! I give you the architectural stylings of Thaddeus and Thor!"
2,13,Isabella,That's nice.
2,13,Candace,Pfft.
2,13,Thaddeus,"What you architectural illiterates see here is a split-level edifice, complete with slide and licorice dispenser. (He pushes a button and a piece of red licorice comes out.) Huh? What?"
2,13,Candace,"(on megaphone) People, people, I'm not gonna soft pedal this. That was adequate, but I think we're ready to witness the greatest architectural feat this town has ever seen! I give you Phineas and Ferb!"
2,13,Thaddeus,Ha ha ha ha ha! You call that an architectural feat?! Ha! Ha! Ha! Ha!
2,13,Candace,What?! (drops her megaphone) Have you lost your minds?! You've completely humiliated me in front of everyone!
2,13,Phineas,"But, Candace, this—"
2,13,Candace,"Phineas, all summer long, you build the most amazing things and the one time I reach out to you as a sister, the one time I count on you, you give me this?"
2,13,Phineas,"But, Candace—"
2,13,Candace,No! Just leave me alone! (runs off) Excuse me!
2,13,Phineas,"Candace, wait!"
2,13,Vanessa,Woah!
2,13,Mrs. Doofenshmirtz,Woah!
2,13,Phineas,"(picking up the megaphone) Ladies and gentlemen, topping our fort is our homage to old-school construction. And now for the rest of it. Ferb?"
2,13,Phineas,Tada! (the kickball hits the fort) Our modern take on a well-known classic!
2,13,Doofenshmirtz,"I...I did it. I did it! Ha ha! Who's the loser now, huh?! L-O-S-E-R! Who's the loser?! You are! Let's boogie! That's right! Let's boogie!"
2,13,Roger,You're out.
2,13,Mrs. Doofenshmirtz,"(running down from the bleachers) Oh, Roger, my son! (lifts her son up) You make me so proud, again!"
2,13,Doofenshmirtz,But... (The Kickinator kicks Doof again) OW!
2,13,Phineas,"Well, here's the foyer. All imported marble, by the way. Here's the bowling alley. Pool. Telescope. Terra cotta army room. JET ENGINE WIND TUNNEL! And scoring stage with 40-piece orchestra."
2,13,Ferb,"We don't, however, have a licorice dispenser. That was a nice touch."
2,13,Phineas,"Yeah, that rocked."
2,13,Mandy,"Nice going. You broke their brains. Come on, boys. I'm taking you home."
2,13,Linda,"Hey, I got the stuff."
2,13,Candace,"Thanks, Mom. At least you came through."
2,13,Mandy,"Well, Candace, as much as I hate to say this, your brothers are the best. (walks away, to her brothers) A ten-story addition with a swimming pool! Ugh! Why didn't you think of that?!"
2,13,Candace,(smiles) Could it be true?!
2,13,Linda,"(offscreen) Candace, have you seen this?"
2,13,Candace,"I'm looking at it! ...Wait, where are you?"
2,13,Linda,(offscreen) In the kitchen!!
2,13,Linda (cont'd),"When I said, ""throw these in the kitchen,"" I didn't mean it literally!!!"
2,13,Candace,"Yeah yeah yeah. Come on, Mom! (exits)"
2,13,Linda,Candace!!! I'm not going anywhere until you take care of this mess!!!
2,13,Phineas,"Well, fun's fun, but there are those pesky zoning laws."
2,13,Doofenshmirtz,"Ooooh, I just felt a disturbance in the cup-stacking universe. I think my record's been broken."
2,13,Linda,"That wasn't so hard, now, was it?"
2,13,Candace,"(smiles, grabbing her mother) Mom, let's go, let's go, let's go! (Cut to outside) Mom, I've been trying to tell you all summer! They make these amazing things! Look!"
2,13,Linda,"Candace, you're right! It is amazing!"
2,13,Phineas,"Hey, Mom, we've built a fort."
2,13,Linda,It's wonderful! (to Candace) Isn't it great? The boys are starting to take an interest in building things. (goes back into the house) Who wants stuff?
2,13,Phineas,(offscreen) We do!
2,14,Candace,"Okay, Stacy. We've got about ten minutes until Jeremy's party, so you've gotta help me decide. Should I go with this swimsuit or this swimsuit? (Pulls out two swimsuits, only very slightly different colors)"
2,14,Stacy,"Hmm, that's tough. One on hand, if you go with the achromatic pink, it kinda says ""Hi, I'm Candace, and I'm bedraggled and pallid"". Trust me, you don't want that. I've been both. But, if you go with the more saturated pink, it kinda gives you that ""overkill, out-to-kill, my currency is urgency"" look."
2,14,Candace,I don't want that. I've been all three.
2,14,Stacy,Let your subconscious do the deciding. Go with the one you touched first.
2,14,Candace,"Of course! Stacy, you're a fashion phenom."
2,14,Stacy,(Holding a sunflower hat and a fez) Which hat should I go with?
2,14,Candace,I don't think it matters.
2,14,Stacy,"Yeah, you're right, I fuss too much."
2,14,Phineas,(Eating breakfast) Nothing starts off a day better than some breakfast and some education.
2,14,TV announcer,"(On television) We now return to ""Wacky Millionaires Throughout History"". Howard Hughes is probably best known for building the Spruce Goose, so-called because of its wooden frame. With a wingspan of 319 feet 11 inches, it still holds the record for being the largest plane ever built."
2,14,Phineas,"Wow, that's an impressive record. 319 feet 11 inches is just over the length of a football field, and only one afternoon away from being broken. Ferb, I know what we're gonna do today!"
2,14,Isabella,Hey guys. Whatcha doin?
2,14,Phineas,We're makin' the biggest airplane ever!
2,14,Isabella,"Cool! Coincidentally, we're going for our aeronautics patches."
2,14,Phineas,"Coincidentally, we could use extra hands."
2,14,Isabella,"Coincidentally, we're in."
2,14,Phineas,We're making our plane out of paper mache with newspaper!
2,14,Isabella,Why? To make sure it's newsworthy?
2,14,Phineas,(Gang laughs) And red all over!
2,14,Buford,"(Gang laughs) Oh! Oh, oh, hah, and funny! (Everyone stares at him blankly) Hahahahaha! And funny! You know, 'cause, 'cause, the funnies! Hehe..."
2,14,Phineas,"But seriously, Howard Hughes called his plane the Spruce Goose, 'cause it was made of wood. So, we're gonna call ours ""The Paper Pelican"", 'cause it's made of newspaper! You know, so it will have a good circulation!"
2,14,Buford,"Aw, come on!"
2,14,Phineas,"Hey, where's Perry?"
2,14,Major Monogram,"Ah, Agent P. We just discovered Doofenshmirtz has been stealing bottles from recycling bins, and nothing good can come from that. (Photo of Doofenshmirtz digging through trash cans appears on the monitor) Unless, of course, he's recycling, in which case nothing but good can come from that. Unless, he's recycling it into some hideous weapon, which is something once again no good could come from. Except, of course, for the recycling part, which I guess is still at its essence, good. Even if you're making something evil, it's still reducing the... You know, you know, perhaps we shouldn't even put these good and evil labels on things. Let's just say Doofenshmirtz is doing something neutral. So, just get out there and make sure it stays like that. (Agent P disappears)"
2,14,Lawrence,Huh?
2,14,Doofenshmirtz,"(The wall flips and Agent P appears) Perry the Platypus? (phone rings) Hello? It's for you, Perry the Platypus. (He ties the phone cord around Agent P) Ha ha, prank call! Now say hello to my new evil weapon"
2,14,Mrs. Doofenshmirtz,No.
2,14,Doofenshmirtz,"What? That's it! You know, not every backstory has to have some big in-depth spiel, Mr. High Expectations!"
2,14,Stacy,Wait... (looks at watch) Now! We're exactly fashionably late! (people talking) We're here! This is gonna be so cool!
2,14,Candace,Hey!
2,14,Stacy,"Yeah, totally hey!"
2,14,Jeremy,(laughs) That is so cool.
2,14,Candace,Who's that Jeremy's talking to?
2,14,Stacy,I have no idea. I've never seen her before in my life.
2,14,Candace,I thought Jeremy invited me to this party.
2,14,Stacy,Let's not jump to conclusions yet. (both crawl under everyone and pop up from behind a chair)
2,14,Candace,What is Jeremy doing with her?
2,14,Stacy,Slow down. Remember how you thought Jeremy was with a girl and she wasn't even a she? And then you ended up on that snowboard all out of control?
2,14,Candace,"Yeah, but she's obviously a real girl."
2,14,Nicolette,"So then I got two west African pit vipers, and had to dive off a 300-foot cliff, and swim up through a school of piranha."
2,14,Jeremy,"That's awesome, Nicolette."
2,14,Candace,"Stacy, it's conclusion-jumping-to-time. Strategy session, now! (both hide in bushes) She's amazing! She's all exotic and stuff! She has on the same bathing suit as me, only it's brighter and she wears it better. And she dives off cliffs holding poisonous snakes into piranha-infested water! What am I going to do? She's like catnip for boys! She's boynip!"
2,14,Phineas,"Nicely done, people. Hey, Baljeet, what are the stats on the Spruce Goose again?"
2,14,Baljeet,The Spruce Goose's wingspan is 319 feet 11 inches.
2,14,Phineas,And the Paper Pelican's wingspan is
2,14,Baljeet,320 feet even!
2,14,Phineas,"Eat your heart out, Howard Hughes."
2,14,Both,Welcome aboard. Welcome aboard.
2,14,Buford,You'd better have some decent grub on this bucket.
2,14,Baljeet,You will be most gratified. (Buford walks in) As long as you find insignificant bags of peanuts gratifying... (slaps himself) Welcome to Wedgieville. Population
2,14,Phineas,"All right, Ferb. Let's go through our pre-flight checklist. Pilots instruments? Check. Copilot's instruments?"
2,14,Ferb,Check.
2,14,Phineas,"Looks like everything's a go, Ferb. Let's switch her on. Ignition! (pushes a button and the Paper Pelican starts to fly) Adjust angle of departure, check. (Paper Pelican flies off) We've reached cruising altitude. You are now free to move about the cabin."
2,14,Isabella,Would you like some peanuts?
2,14,Katie,"I'll take two packs, please."
2,14,Buford,That'd better not be insignificant bags of peanuts.
2,14,Baljeet,"No! Of course not, sir. (walks off; comes back with a chicken shaped out of peanuts) Here, sir. Try our deluxe peanut chicken. Our motto is"
2,14,Buford,"I'd better not taste any chicken then, loser. (eats it) All right, you survive. For now."
2,14,Baljeet,"Oh, thank you, sir."
2,14,Stacy,What are you worrying about? You're Candace Flynn!
2,14,Candace,"Yeah, and she's super cool, foreign accent, snake wrestler, high-diving, natural hottie, Nicolette."
2,14,Stacy,Snake wrestler? Whatever. You've fought dinosaurs! You've been to Mars! You've traveled through time!
2,14,Candace,"Oh, yeah..."
2,14,Stacy,"And as for diving, you been perfecting that quintuple-somersault backflip-jacknife-swandive for a week now. You're Candace Flynn!"
2,14,Candace,Yeah! (She stands up) I'm Candace Flynn!
2,14,Jeremy,Candace?
2,14,Candace,"Oh, he remembers my name. How nice."
2,14,Isabella and Baljeet,"And now, for your in-flight entertainment; The Paper Pelican Floor Show!"
2,14,Candace,From atop of the diving board) There's been a lot of talk around here about diving and snakes and diving with snakes and snakes into pools filled with piranha and sulfuric acid—
2,14,Nicolette,I didn't say anything about sulfuric acid.
2,14,Candace,Leave all questions to the end of the rant? Thank you.
2,14,Doofenshmirtz,"Now, say ""goodbye"" to splashy-pool time fun, forever! Even my power source is greevil. It's solar! Do you mind Perry the Platypus, this is real a two handed job. (He hangs the phone up on Perry. A panel in the floor rotates Perry to a plotted plant, then back to Perry, now free) Ah! Seriously- (Perry kicks Doofenshmirtz in the face, knocking his into his -inator, and firing it in an unintended direction)"
2,14,Candace,"Now, as I was saying before I was so lamely interrupted, I'm going to show everybody a real dare-devil dive. (The Beam from Doofenshmirtz's -inator hits the pool, evaporating it)"
2,14,Candace,"Oh, well that's just not fair!"
2,14,Party goer,Hey cool! It's like a half pipe!
2,14,Jeremy,All right!
2,14,Candace,"No! Wait! No! No, I've been practicing diving, not skateboarding! Ugh. Everybody stop doing things that I'm not good at!"
2,14,Candace,"Oh, this is a nightmare, come on Stacy, let's go-- (Candace steps on Jeremy's skateboard, and begins skating in the pool)"
2,14,Guy,Safety first! (He puts a helmet on Candace)
2,14,Jeremy,Whoa.
2,14,Guy 2,Safety first! (He gives her elbow and knee pads)
2,14,Guy 3,Safety first! (He hands Candace a steering wheel.
2,14,Candace,A steering wheel? How is this safe? (The airbag explodes in her face)
2,14,Jeremy,"Wow, Candace..."
2,14,Doofenshmirtz,That was your last highly-improbable judo maneuver Perry the Platypus. I will now evaporate-inate you into non existence!
2,14,Doofenshmirtz,"Oh no! my-my power source! Oh, great now I can't see a thing!"
2,14,Doofenshmirtz,Curse you Perry the Platypus.
2,14,Stacy,WooHoo! Yeah! Go Candace!
2,14,Candace,"(As she continues to skateboard out of control) Help me! (The Paper Pelican covers up the sun, turning everything dark) I can't see!"
2,14,Jeremy,Candace?
2,14,Phineas,This is your captain speaking; We're beginning our decent.
2,14,Baljeet,"Okay, everyone. Please return your seats to their upright positions, and please do not panic. As you can see the Paper Pelican is dissolving in water, because it is, after all, made of paper mache. But do not worry, because your seat cushions also function as flotation devices. Thank you for flying with us."
2,14,Phineas,"Oh, there you are Perry."
2,14,Linda,"Well everyday eventful in the emergency room. Candace, you really should be more careful."
2,14,Candace,"Mom, I told you, we had our helmets on. (To Jeremy) So your cousin Nicolette was trapped on a video game level?"
2,14,Jeremy,"Yeah, took her a week to get through it. You didn't really think she did all those things? Candace? Do you mind? (He takes out a pen as to sign her cast)"
2,14,Candace,Yes! I mean no! I mean... Sign it!.
2,14,Candace,"Thanks. Oh, hehe."
2,15,Candace,"Oh, my gosh, Stacy, have you heard? ""About what""? About Jeremy, he's on a TV commercial."
2,15,Stacy,"Yeah, I know. I heard it from Christina, who heard it from Jenny, who heard it from Jessie who heard it from you!"
2,15,Candace,"Well, it's totally true. Do you know what this means?"
2,15,Stacy,He's totally out of your league.
2,15,Candace,He's totally out of my league! What am I going to do?
2,15,Stacy,How should I know? I don’t know anything about celebrity relations.
2,15,Candace,That's it! If I can get on TV then Jeremy will see my star quality and we'll be on the same level again!
2,15,Stacy,How exactly are you going to do that?
2,15,Candace,"I guess you're right, getting on TV might be kinda difficult."
2,15,Stacy,"Yeah, I guess you forgot about that insignificant little detail."
2,15,Candace,"He, he, insignificant little detail, insignificant little... Phineas and Ferb! Stacy you're a genius."
2,15,Stacy,Would you call my mom and tell her that?
2,15,Candace,Phineas and Ferb! Phineas and Ferb! Phineas and...! (She runs into the sliding door)
2,15,Phineas,So you just switch the solenoid here with the ganglion there and...
2,15,Candace,Phineas and Ferb.
2,15,Isabella,"Hey, Candace. What'cha dooooin'?"
2,15,Candace,Freaking out. What are you guys doing?
2,15,Phineas,We're helping the Fireside Girls.
2,15,Isabella,"Yeah, we're working on our broadcasting patches."
2,15,Phineas,We're gonna to do a game show. Baljeet and Buford are the contestants. We're even gonna broadcast it all over the Tri-State Area.
2,15,Candace,"Great, I knew I came to the right place. Here's the deal"
2,15,Phineas,"Well, all right then."
2,15,Candace,"(At Baljeet and Buford) Okay, one of you get off the stage."
2,15,Baljeet,Whoa!
2,15,Candace,Right then. Let's get this thing started.
2,15,Phineas,"(At Ferb) You know, we should give Perry a cameo. Hey, where's Perry?"
2,15,Major Monogram,"Ah, Agent P, uh... ahem. Carl and I made a bet, and, well... I lost. (Clears throat)"
2,15,Carl,(In a falsetto voice) Dozens of delivery trucks have been...
2,15,Major Monogram,"This was, uh, part of the bet."
2,15,Carl,"...showing up at Doofenshmirtz's, and no good can come from that. Get to the bottom of it. (Laughs)"
2,15,Major Monogram,This actually wasn’t part of the bet.
2,15,Baljeet,Do not worry your pretty little head. I have plenty of experience with this sort of thing.
2,15,Buford,"(picks up Baljeet) You better, man! My face is my fortune!"
2,15,Baljeet,Of course it is. (chuckles)
2,15,Candace,"(on phone) Yeah, Stacy, the boys are putting on a game show! And I'm the star! This'll totally do it!"
2,15,Stacy,"Well, I hope it does do ""it"", because Jeremy's getting huger by the minute. I know because Megan's blog says she thinks so."
2,15,Candace,No way!
2,15,Phineas,And how are my favorite contestants today.
2,15,Buford,"We're your only contestants, dillweed."
2,15,Phineas,"I just wanted to remind everyone that the physical challenges are a little rigorous, but the rewards are inconsequential. So if things get too rough out there, you can drop out anytime you want."
2,15,Candace,"Oh, don't worry about me. I can handle anything."
2,15,Buford,"If the girl's in, I'm in!"
2,15,Phineas,"Anyway, if you need anything, (snaps fingers) don't bother to speak up."
2,15,Candace,I can't believe my own brother doesn't think I can stick it out. I'll show him. I'm star material here! MAKEUP! (Gretchen hits her with a vaudevillian oversized powderpuff) Let's do this thing!
2,15,Doofenshmirtz,"Ah, Perry the Platypus, how do you like my new Nemesis Catch-o-Mat? I bought it from the TV. (Perry gives him a look)"
2,15,Ad Man,Buy now for only $5.99 and get—
2,15,Doofenshmirtz,(on phone) I'll take two!
2,15,Doofenshmirtz,"Oh, I see you've taken notice of all the infomercial products. I seem to have developed an addiction to them. I-It started with the Fruit Dehydrator. Here I've been eating hydrated fruit like a sucker my whole life! (doorbell rings) Excuse me, Perry the Platypus."
2,15,Delivery Guy,Sign here please.
2,15,Doofenshmirtz,"Ah, my Serve-O-Mat! See, this is what I'm talking about, I don't even know what a Serve-O-Mat is and now I own five. These infomercials are taking time away from my evil. People ask, ""Doof, if you have unwanted infomercials, how do you get rid of them?"" My solution is easy, simple, and it starts working the same day. With my Scorch-inator, I will target TV towers and melt, smelt, and render them into their basic components, thereby eliminating infomercials! And how much would I pay for this? Nothing, it's free! But wait! There's more! N-Th-There's not really any more, that's about it."
2,15,Candace,"(looks at the camera and then smiles) Oh, uh, (waves) hi!"
2,15,Phineas,"He's a bully by vocation, but has a soft spot for goldfish. Say hello to Buford van Stomm!"
2,15,Buford,Oh oh oh oh oh! (dings bell) Bunions! (buzz!)
2,15,Phineas,"Oh, I'm sorry about that. That's gonna be a five-point penalty."
2,15,Buford,Aw.
2,15,Candace,Wait a minute. Why does he lose fi—
2,15,Phineas,"I'm sorry, all questions must be phrased in the form of an answer. Okay, we're back in play now, and... Passamaquody."
2,15,Buford,(dings) Nonchalant.
2,15,Phineas,Form of the word?
2,15,Buford,"Eh...""chalant""? (bell dings)"
2,15,Phineas,Defenestrate.
2,15,Buford,Defenestration.
2,15,Phineas,Diphthong.
2,15,Buford,Linoleum.
2,15,Phineas,Ersatz.
2,15,Buford,Pencil.
2,15,Phineas,Nice job.
2,15,Candace,Hello?
2,15,Stacy,What's the matter with you?! You're just standing there!
2,15,Candace,I don't know what they're talkin' about!
2,15,Stacy,You're losing right now and losers don't have star quality! Say something!
2,15,Candace,Like what?
2,15,Phineas,"45 points for Candace! (crowd cheers) Good one, Candace."
2,15,Buford,(growls and dings) Pocket lint!
2,15,Candace,(dings) Laminate!
2,15,Buford,Dolomite!
2,15,Candace,Porpoise!
2,15,Buford,Tralfazz!
2,15,Candace,Tralfazz??
2,15,Buford,That's right! TRALFAZZ!!
2,15,Candace,Fine Tralfazz!
2,15,Phineas,"Ooh, bonus!"
2,15,Doofenshmirtz,"What's the matter, Perry the Platypus? You don't like my little plan? Think about it this way"
2,15,Buford,Bolshevik!
2,15,Candace,Knobby.
2,15,Phineas,Not quite.
2,15,Candace,Scamper!
2,15,Buford,Procrastination!
2,15,Candace,Scrumptuous!
2,15,Buford,Swagger. Tony!
2,15,Candace,Tony?
2,15,Buford,Y not?
2,15,Phineas,Why not?
2,15,Buford,"Yeah, ""Tony"" backwards!"
2,15,Phineas,Judges?
2,15,Phineas,30 points. Physical challenge!
2,15,Candace,Whadaya mean physical chall— (A mechanical arm pies Candace in the face. Another pair of mechanical arms puts a bag on her head) This doesn't even make any sense!
2,15,Phineas,Wow! A hundred points! Candace is on fire!
2,15,Candace,"Woohoo. I'm not really on fire, am I?"
2,15,Buford,"No, you're good."
2,15,Doofenshmirtz,"Heh-heh! How did I find you? Well, it was easy, with my Platy-Positioner satellite global platypus locator. Patent pending. (Perry kicks him.)"
2,15,Buford,Slippery snagglefoot.
2,15,Phineas,"That answer is correct! Candace, do you want the minus two thousand points or do you want another physical challenge?"
2,15,Candace,I'll take another physical challenge.
2,15,Audience,She's taking the physical challenge!
2,15,Coltrane,"Dude, it's so cool you're in this commercial."
2,15,Jeremy,Thanks.
2,15,Coltrane,"Hey, let's see if it's on another channel. Wai-w-w-wait! Is that Candace?"
2,15,Jeremy,"(offscreen) Woah! (cut back to Jeremy's living room) She's, like, a TV star! (Coltrane nods)"
2,15,Doofenshmirtz,"Not only will I defeat you with this Flab Crusher, but I'm simultaneously getting a good burn on my delts. $10.99! Hmm? (Perry holds a vacuum-like device and turns it on. Doofenshmirtz yells and they charge at each other with their devices. The vacuum-like device sucks Doofenshmirtz's face) The Tornado Vac only needs one setting because of its painfully awesome suction power! (They go out onto the balcony and Doofenshmirtz backs into his Shrinkinator-plant and activates it several times. He gets out a notepad and pencil and writes something.) Shrinkinator, why haven't I unplugged this thing? I keep leaving myself notes, and I keep forgetting. ""Shrinkinator. Unplug Shrinkinator."" (He sticks the note onto the Shrinkinator.) Ugh! I'll do it tomorrow. (Pan to reveal all the notes say essentially the same thing.)"
2,15,Phineas,This is the final question. Winner takes all! (holds up a card) What is—?
2,15,Candace,"Teddy bear stuffing! (covers her mouth, close up on Ferb, close up on the audience) Be a star, Candace! Be a star! Be a star! Come on! Be a star!"
2,15,Buford,Wow. Somebody's got issues.
